Bol Number,Arrival Date,Company Name,Supplier Name,Product Description,Port Of Entry,Shipping Port,Supplier Country,Weight
POLNHAMATMJ00859,14.03.19,S Riko De Queretaro S A,Alliance Industrielle,Automotive,"Charleston, Sc",Le Havre,France,11138.0
POLNHAMATMJ01213,14.03.19,S Riko De Queretaro S A,Ferrao E Guerra Lda,Automotive,"Charleston, Sc",Porto De Leixoes,Portugal,19197.0
POLNHAMVERJ01018,13.03.19,S Riko De Queretaro S A,Karl Dischinger Gmbh Calgary,Automotive,"Charleston, Sc",Anvers,Belgium,11111.0
POLNHAMATMJ01227,13.03.19,S Riko De Queretaro S A,Hydro Extrusion Hungary Kft,Automotive,"Charleston, Sc",Bremerhaven,Germany,15600.0
POLNHAMATMJ02482,13.03.19,S Riko De Queretaro S A,Hydro Extrusion Hungary Kft,Automotive,"Charleston, Sc",Bremerhaven,Germany,6912.0
POLNHAMATMJ00520,08.03.19,S Riko De Queretaro S A,Ferrao E Guerra Lda,Automotive,"Charleston, Sc",Porto De Leixoes,Portugal,19151.0
POLNHAMVERJ00998,06.03.19,S Riko De Queretaro S A,Karl Dischinger Gmbh Calgary,Automotive,"Charleston, Sc",Anvers,Belgium,19272.0
OOLU261681977004,06.03.19,Bmw Ag,S Riko De Queretaro S A,Rubber Assembly,"Houston, Tx",Veracruz,Mexico,587.0
POLNHAMATMJ00843,03.03.19,S Riko De Queretaro S A,Hydro Extrusion Hungary Kft,Automotive,"Charleston, Sc",Bremerhaven,Germany,15600.0
POLNHAMATMJ00991,27.02.19,S Riko De Queretaro S A,Sumiriko Rubber Compounding France,Automotive,"Charleston, Sc",Le Havre,France,9672.0
POLNHAMATMJ00851,21.02.19,S Riko De Queretaro S A,Hydro Extrusion Hungary Kft,Automotive,"Charleston, Sc",Bremerhaven,Germany,6912.0
POLNHAMATMJ00590,19.02.19,S Riko De Queretaro S A,Sumiriko Rubber Compounding France,Automotive,"Charleston, Sc",Le Havre,France,10020.0
POLNHAMATMJ00284,19.02.19,S Riko De Queretaro S A,Alliance Industrielle,Automotive,"Charleston, Sc",Le Havre,France,13054.0
POLNHAMATMJ00529,16.02.19,S Riko De Queretaro S A,Sumiriko Rubber Compounding France,Automotive,"Charleston, Sc",Le Havre,France,14952.0
POLNHAMATMI16324,12.02.19,S Riko De Queretaro S A,Ferrao E Guerra Lda,Automotive,"Charleston, Sc",Porto De Leixoes,Portugal,19231.0
POLNHAMATMJ03850,12.02.19,S Riko De Queretaro S A,Ferrao E Guerra Lda,Automotive,"Charleston, Sc",Porto De Leixoes,Portugal,19198.0
POLNHAMATMI16936,12.02.19,S Riko De Queretaro S A,Sumiriko Rubber Compounding France,Automotive,"Charleston, Sc",Le Havre,France,10415.0
OOLU261572759004,19.01.19,Bmw Ag,S Riko De Queretaro S A,Rubber Supports Radiator,"Houston, Tx",Veracruz,Mexico,219.0
CMDUHBGA0313172,09.01.19,S Riko De Queretaro S A,Ferrao E Guerra,Cmau Automotive Generic,"Charleston, Sc",Rotterdam,Portugal,19206.0
POLNHAMATMI15551,04.01.19,S Riko De Queretaro S A,Sumiriko Rubber Compounding France,Automotive,"Charleston, Sc",Le Havre,France,13448.0
OOLU271336009006,27.02.23,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,182.0
OOLU271336009008,27.02.23,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,297.0
NAQAPRG137172V,22.02.23,Fehrer Bohemia S R O Litomericka,Stabilus S A De C V,Dispositivo Desplazamiento Para Apretura,"Houston, Tx",Tampico,Mexico,9481.0
OOLU271335984002,18.02.23,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,68.0
OOLU271295412006,09.02.23,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,244.0
BWLEMTY206153849,05.01.23,Stabilus Ltda,Stabilus S A De C V,Pneumatic Cylinders Kost Haste Hardener Additional Reaction Black Paint Ncm Free Time Days Wooden Treated Certificated Fumigated,"Houston, Tx",Tampico,Mexico,5911.0
OOLU271110633007,29.12.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"New Orleans, La",Veracruz,Mexico,126.0
OOLU270998582003,18.12.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"New Orleans, La",Veracruz,Mexico,172.0
CMDURTM1290345,15.12.22,Stabilus S A De C V,Fuchs Lubricants Germany Gmbh,Hoyu Activity Chemicals Spot Product Details Blend Highly Refined Mineral Oils Additives Titan Saf Red Hazardous Mex Elvira Jimenez Hoyer Group,"Charleston, Sc",Anvers,Belgium,20260.0
CMDURTM1290230,15.12.22,Stabilus S A De C V,Fuchs Lubricants Germany Gmbh,Hgtu Activity Chemicals Spot Product Details Base Oil Low Viscous Titan Saf Violet Hazardous Hoyer Global Transport Hour Mex Emai,"Charleston, Sc",Anvers,Belgium,20620.0
BWLEMTY206109541,14.12.22,Stabilus Ltda,Stabilus S A De C V,Automotive Exhaust Flex Tubencm Pallet Treated Certified Gas Spring Ncm Free Time Dayswooden Treated Certificated Fumigated Motor Electrico Accionados Exclusivamente Porcorriente Electric Motor Driven Exclusiv Ely Current Bsm Bsm Ncm Wooden Materialtreated Certific,"Houston, Tx",Tampico,Mexico,2187.0
OOLU270773374002,26.11.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"New Orleans, La",Veracruz,Mexico,170.0
BWLEMTY205991317,09.11.22,Stabilus Ltda,Stabilus S A De C V,Pneumatic Cylinders Ncm Wooden Treated Certificated Fumigated,"Houston, Tx",Tampico,Mexico,12629.0
BWLEMTY205881240,30.09.22,Stabilus Ltda,Stabilus S A De C V,Barras Acero Resortes Pneumaticos,"Houston, Tx",Tampico,Mexico,4698.0
NAQABRE134322V,28.09.22,Stabilus Romania Srl,Stabilus S A De C V,Motor Electrico,"Houston, Tx",Veracruz,Mexico,701.0
NAQABRE133884V,15.09.22,Stabilus Romania Srl,Stabilus S A De C V,Motor Gear,"Houston, Tx",Veracruz,Mexico,1085.0
BWLEMTY205792660,30.08.22,Stabilus Ltda,Stabilus S A De C V,Barras Acero Resortes Pneumaticos,"Houston, Tx",Tampico,Mexico,1270.0
OOLU270298050002,20.08.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,93.0
OOLU270359086013,20.08.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,87.0
EXDO619716526,17.08.22,Flextronics Intl Tecnologia Ltda,Stabilus S A De C V,Cylinder Pnumatic,"Houston, Tx",Tampico,Mexico,19973.0
EXDO619716576,17.08.22,Flextronics Intl Tecnologia Ltda,Stabilus S A De C V,Cylinder Pnumatic,"Houston, Tx",Tampico,Mexico,19973.0
EXDO619716577,17.08.22,Flextronics Intl Tecnologia Ltda,Stabilus S A De C V,Cylinder Pnumatic,"Houston, Tx",Tampico,Mexico,19973.0
MEDUTT779849,22.07.22,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh Friesenheimer,Petroleum Oils Oils Obtained From Bituminous Blend Highly Refined Mineral Oils Additives Titan Saf Red Hazardous,"Norfolk, Va",Anvers,Belgium,20240.0
OOLU270100580005,21.07.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,571.0
OOLU270100580016,21.07.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,256.0
BWLEMTY205712017,16.07.22,Stabilus Ltda,Stabilus S A De C V,Barras Acero Resortes Pneumaticos,"Houston, Tx",Tampico,Mexico,10756.0
BANQMTY0239905,11.07.22,Stabilus Ltda,Stabilus S A De C V,Cylinders Pneumatic Sfc Helio Valgas Brazil Sfc Helio Valgas Brazil Ncm Wooden Treated Certified Cylinders Pneumatic Sfc Janauba Brazil Sfc Janauba Brazil Ncm Wooden Treated Certified Cylinders Pneumatic Sfc Janauba Brazil Sfc Janauba Brazil Ncm Wooden Treated Certified Cylinders Pneumatic Sfc Helio Valgas Brazil Ncm Wooden Treated Certified,"Houston, Tx",Tampico,Mexico,59916.0
BANQMTY0239905,11.07.22,Stabilus Ltda,Stabilus S A De C V,Cylinders Pneumatic Sfc Helio Valgas Brazil Sfc Helio Valgas Brazil Ncm Wooden Treated Certified Cylinders Pneumatic Sfc Janauba Brazil Sfc Janauba Brazil Ncm Wooden Treated Certified Cylinders Pneumatic Sfc Janauba Brazil Sfc Janauba Brazil Ncm Wooden Treated Certified Cylinders Pneumatic Sfc Helio Valgas Brazil Ncm Wooden Treated Certified,"Houston, Tx",Tampico,Mexico,79888.0
BWLEMTY205663558,27.06.22,Stabilus Ltda,Stabilus S A De C V,Barras Acero Resortes Pneumaticos,"Houston, Tx",Tampico,Mexico,7470.0
BANQMTY0239905,27.06.22,Stabilus Ltda,Stabilus S A De C V,Cylinders Pneumatic Ncm Wooden Treated Certified Cylinders Pneumatic Ncm Wooden Treated Certified Cylinders Pneumatic Ncm Wooden Treated Certified,"Houston, Tx",Tampico,Mexico,39944.0
BANQMTY0239668,27.06.22,Stabilus Ltda,Stabilus S A De C V,Cylinders Pneumatic Ncm Wooden Treated Certified,"Houston, Tx",Tampico,Mexico,20126.0
BANQMTY0239668,25.06.22,Stabilus Ltda,Stabilus S A De C V,Cylinders Pneumatic Ncm Wooden Treated Certified,"Houston, Tx",Tampico,Mexico,20126.0
MEDUBI851289,22.06.22,Stabilus S A De C V,Hijos De Juan De Garay Sa,Other Tubes Pipes Hollow Profiles Exampl Precision Steel Tube According Standar,"Port Everglades, Fl",Valencia,Spain,77493.0
BANQBIO1148755,21.06.22,Stabilus S A De C V,Hijos De Juan De Garay S A,Precision Steel Tube Bundles Precision Steel Tube Bundles Precision Steel Tube Bundles,"Port Everglades, Fl",Sines,Portugal,61835.0
BWLEMTY205633072,11.06.22,Stabilus Ltda,Stabilus S A De C V,Barras Acero Resortes Pneumaticos,"Norfolk, Va",Tampico,Mexico,5354.0
BANQBIO1146564,07.06.22,Stabilus S A De C V,Hijos De Juan De Garay S A,Precision Steel Tube Bundles Precision Steel Tube Bundles Precision Steel Tube Bundles,"New York, Ny",Sines,Portugal,59776.0
OOLU269758781012,30.05.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,89.0
MEDUBI837924,26.05.22,Stabilus S A De C V,Hijos De Juan De Garay Sa,Other Tubes Pipes Hollow Profiles Exampl Precision Steel Tube According Standar,"New York, Ny",Sines,Spain,80662.0
BANQBIO1146564,26.05.22,Stabilus S A De C V,Hijos De Juan De Garay S A,Precision Steel Tube Bundles Precision Steel Tube Bundles Precision Steel Tube Bundles,"New York, Ny",Sines,Portugal,59776.0
BWLEMTY205560860,07.05.22,Stabilus Ltda,Stabilus S A De C V,Barras Acero Resortes Pneumaticos,"Houston, Tx",Tampico,Mexico,15678.0
NAQAPRG130579V,03.05.22,Stabilus Gmbh,Stabilus S A De C V,Piston Neumatico,"Houston, Tx",Tampico,Mexico,268.0
NAQAPRG130977V,03.05.22,Stabilus Gmbh,Stabilus S A De C V,Piston Neumatico,"Houston, Tx",Tampico,Mexico,184.0
NAQABUH131008V,03.05.22,Stabilus Gmbh,Stabilus S A De C V,Connecting Rod Asse,"Houston, Tx",Tampico,Mexico,288.0
DSVFMTY0040677,03.05.22,Fehrer Bohemia S R O,Stabilus S A De C V,Piston Neumaticohs,"Houston, Tx",Tampico,Mexico,184.0
OOLU269255423008,22.04.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,233.0
OOLU269142339003,30.03.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,76.0
BWLEMTY205497431,28.03.22,Stabilus Ltda,Stabilus S A De C V,Barras Acero Resortes Pneumaticos,"Houston, Tx",Tampico,Mexico,5354.0
BWLEMTY105248079,21.01.22,Stabilus Ltda,Stabilus S A De C V,Barras Acero Resortes Pneumaticos,"Houston, Tx",Tampico,Mexico,3699.0
OOLU268680609006,18.01.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,182.0
OOLU268680602005,16.01.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,511.0
OOLU268612509002,07.01.22,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,239.0
OOLU268467373004,09.12.21,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,128.0
OOLU268388979011,04.12.21,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,168.0
BWLEMTY105212973,01.12.21,Stabilus Ltda,Stabilus S A De C V,Barras Acero Resortes Pneumaticos,"Houston, Tx",Tampico,Mexico,16747.0
NAQAHAM128131V,18.11.21,Stabilus Gmbh,Stabilus S A De C V,Automotive,"Houston, Tx",Tampico,Mexico,790.0
NAQAHAM127894V,14.11.21,Stabilus Gmbh,Stabilus S A De C V,Automotive,"Houston, Tx",Tampico,Mexico,181.0
NAQAHAM127860V,02.11.21,Fehrer Bohemia S R O Litomericka,Stabilus S A De C V,Cylinders Pneumatic,"Houston, Tx",Tampico,Mexico,137.0
BWLEMTY105161118,17.10.21,Stabilus Ltda,Stabilus S A De C V,Barras Acero Resortes Pneumaticos,"Houston, Tx",Tampico,Mexico,14324.0
OOLU266525163009,21.04.21,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,354.0
OOLU266525163005,21.04.21,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,352.0
MEDUM5121147,04.02.21,Bmw Ag,Stabilus S A De C V,Air Conditioning Machines Comprising Motor Driv Autoparts Automotive,"New Orleans, La",Veracruz,Mexico,14176.0
OOLU265487262008,19.12.20,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,256.0
OOLU265348579006,06.12.20,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,619.0
OOLU265217898008,24.11.20,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,430.0
CMDUMXO0496655,30.09.20,Bmw Ag,Stabilus S A De C V,Cmau Autoparts Automotive Generic,"Houston, Tx",Veracruz,Mexico,89.0
CMDUMXO0496653,30.09.20,Bmw Ag,Stabilus S A De C V,Cmau Autoparts Automotive Generic,"Houston, Tx",Veracruz,Mexico,259.0
BANQHAM1754007,15.09.20,Stabilus S A De C V,Genkinger Gmbh,Electric High Lift Truck Foil Packed,"Charleston, Sc",Bremerhaven,Germany,1815.0
CMDUMXO0494950,11.09.20,Bmw Ag,Stabilus S A De C V,Tclu Autoparts Automotive Generic,"Houston, Tx",Veracruz,Mexico,4374.0
CMDUMXO0493935,04.09.20,Bmw Ag Werk,Stabilus S A De C V,Tcnu Autoparts Automotive Generic,"Houston, Tx",Veracruz,Mexico,5276.0
CMDUMXO0491835,30.08.20,Bmw Ag,Stabilus S A De C V,Tcku Autoparts Automotive Generic,"Houston, Tx",Veracruz,Mexico,5492.0
OOLU264375165001,01.08.20,Bmw Ag,Stabilus S A De C V,Automobile Electric Pistons,"Houston, Tx",Veracruz,Mexico,728.0
MEDUMX872069,01.08.20,Bmw Bayrische Motorenwerke Ag,Stabilus S A De C V,Air Conditioning Machines Comprising Motor Driv Autoparts Automotive,"New Orleans, La",Veracruz,Mexico,9495.0
MEDUMX844340,10.07.20,Bmw Bayerische Motorenwerke Ag,Stabilus S A De C V,Air Conditioning Machines Comprising Motor Driv Autoparts Automotive,"New Orleans, La",Veracruz,Mexico,10728.0
CMDURTM1003298,30.06.20,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh,Exfu Base Oil Low Viscous Titan Saf Violet Hazardous Shippers Owned Hoyer Global Transport Hour Generic Jahzeel,"Charleston, Sc",Rotterdam,Netherlands Antilles,20840.0
CMDURTM1001021,26.05.20,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh,Hoyu Activity Chemicals Spot Product Details Mineral Oil Titan Saf Hazardous Mex Elvira Jimenez Hoyer Group Mexico Shippers Owned,"Charleston, Sc",Rotterdam,Netherlands Antilles,20680.0
CMDURTM0992089,26.05.20,Stabilus S A De C V,Fuchs Schmeirstoffe Gmbh Friesenheimerstrasse,Jahzeel Elvira Jimenez Monterrubio Agent Representative Hoyer Global Usa Bartolome Salido Interior Col Independencia Del Benito Juarez Mex Rfc Jimj Elvira Jimenez Hoyer Group Mexico Activity Chemicals Spot Product Details Mineral Oil Titan Saf Hazardous Mex Elvira Jimenez Hoyer Group Mexico Shippers Owned,"Charleston, Sc",Rotterdam,Netherlands Antilles,24580.0
BANQMTY0212776,05.04.20,Stabilus Ltda,Stabilus S A De C V,Cylinders Pneumatic Haste Piston Rod Ncm Wooden Treated Certified,"Houston, Tx",Tampico,Mexico,11293.0
BANQHAM1711589,03.02.20,Stabilus S A De C V,Stabilus Gmbh,Xcs Roll Closing Machine Xcs Electical Cabinet,"Charleston, Sc",Bremerhaven,Germany,15700.0
OOLU262979373005,08.12.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,1044.0
OOLU262947563004,04.11.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Tampa, Fl",Veracruz,Mexico,1027.0
OOLU262899304004,25.10.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,1247.0
OOLU262899303001,25.10.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,959.0
OOLU262899304005,25.10.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,302.0
CMDURTM0943931,22.10.19,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh Friesenheimer,Hgtu Activity Chemicals Spot Product Details Blend Highly Refined Mineral Oils Additives Titan Saf Red Hazardous Shippers Owned Generic Nvocc,"Charleston, Sc",Rotterdam,Netherlands Antilles,20000.0
OOLU262842453015,11.10.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,2467.0
OOLU262842453006,11.10.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,1507.0
OOLU262842455003,11.10.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,1256.0
OOLU262805383015,04.10.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,503.0
OOLU262805383014,04.10.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,495.0
CMDURTM0939057,01.10.19,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh Friesenheimer,Hgtu Activity Chemicals Spot Product Details Blend Highly Refined Mineral Oils Additives Titan Saf Red Hazardous Quantity Delivery Note,"Charleston, Sc",Rotterdam,Netherlands Antilles,20520.0
OOLU262778180008,27.09.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,2382.0
OOLU262778173003,27.09.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,638.0
CMDURTM0936799,24.09.19,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh Friesenheimer,Gesu Tank Activity Chemicals Spot Product Details Base Oil Low Viscous Titan Saf Violet Hazardous Shippers Owned Mex Elvira Jimenez Hoyer,"Charleston, Sc",Rotterdam,Netherlands Antilles,19340.0
OOLU262743487007,21.09.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,497.0
CMDURTM0936120,17.09.19,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh Friesenheimer,Hotu Tank Nvocc Bill Cross Reference Master Bill Nrtm Activity Chemicals Spot Product Details Blend Highly Refined Mineral Oils Additives Titan Saf Red Hazardous Shippers Owned,"Charleston, Sc",Rotterdam,Netherlands Antilles,20580.0
OOLU262704756004,17.09.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,91.0
CMDURTM0932568,07.09.19,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh Friesenheimer,Hoyu Chemicals Spot Blend Highly Refined Mineral Oils Additives Titan Saf Red Hazardous Hoyer Global Transport Hour Nvocc Bill Cross Reference Master Bill,"Charleston, Sc",Rotterdam,Netherlands Antilles,20460.0
OOLU262676475010,06.09.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,1413.0
OOLU262640461004,30.08.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,611.0
OOLU262640461002,30.08.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,610.0
CMDURTM0931044,28.08.19,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh Friesenheimer,Hotu Activity Chemicals Spot Product Details Blend Highly Refined Mineral Oils Addititan Saf Red Hazardous Hoyer Global Transport Our Shippers Owned,"Charleston, Sc",Rotterdam,Netherlands Antilles,20660.0
OOLU262608333014,23.08.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,3744.0
OOLU262574045005,16.08.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,222.0
OOLU262574045001,16.08.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,981.0
OOLU262541253002,12.08.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,745.0
OOLU262498301007,02.08.19,Bmw Ag,Stabilus S A De C V,Electrics Piston,"Houston, Tx",Veracruz,Mexico,849.0
OOLU262498301006,02.08.19,Bmw Ag,Stabilus S A De C V,Electrics Piston,"Houston, Tx",Veracruz,Mexico,593.0
CMDURTM0926185,01.08.19,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh,Hotu Product Details Activity Chemicals Spot Base Oil Low Viscous Titan Saf Violet Hazardous Second Party Jahzeel Elvira Jimenez Monterrubio Agent Representative Hoyer Global Usa,"Charleston, Sc",Rotterdam,Netherlands Antilles,20100.0
OOLU262468863003,26.07.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Piston,"Houston, Tx",Veracruz,Mexico,1780.0
OOLU262428740007,19.07.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Piston,"Houston, Tx",Veracruz,Mexico,502.0
OOLU262428740009,19.07.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Piston,"Houston, Tx",Veracruz,Mexico,878.0
OOLU262394170008,12.07.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,808.0
OOLU262394192007,12.07.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,1218.0
OOLU262394170010,12.07.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,1793.0
CMDURTM0918095,11.06.19,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh,Hotu Activity Chemicals Spot Product Details Mineral Oil Titan Saf Hazardous Emergency Response Information Hoyer Global Transport Hour Shippers Owned,"Charleston, Sc",Rotterdam,Netherlands Antilles,20140.0
CMDURTM0918076,11.06.19,Stabilus S A De C V,Fuchs Schmierstoffe Gmbh,Tnou Tank Activity Chemicals Spot Product Details Base Oil Low Viscous Titan Saf Violet Hazardous Nvocc Bill Cross Reference Master Bill Nrtm Generic,"Charleston, Sc",Rotterdam,Netherlands Antilles,20840.0
OOLU261979503003,26.04.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,708.0
OOLU261979490002,23.04.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,1902.0
OOLU261837323005,29.03.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Piston,"Houston, Tx",Veracruz,Mexico,254.0
OOLU261522591001,13.01.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,1527.0
OOLU261522593005,13.01.19,Bmw Ag,Stabilus S A De C V,Electric Automotive Pistons,"Houston, Tx",Veracruz,Mexico,2839.0
DSVF0203021424,30.03.23,Gm Customer Care & Aftersales,Ti Group,Automotive,"New York/Newark Area, Newark, Nj",Bremerhaven,Germany,23.0
HLCUME3NC38852AF,30.03.23,Bmw Ag,Ti Group,Fuel Pump Fuel Pump,"Houston, Tx",Tampico,Mexico,360.0
DSVFBE70002251,28.03.23,Ti Group,Christian Dunkel Gmbh,Safety Light Curtains Hand Button Extensionntable Right Tubes Diameter,"Houston, Tx",Bremerhaven,Germany,2800.0
NEDFNGOBVZ48524,28.03.23,Ti Group,Nippon Stud Welding Co Ltd,Ace,"Tacoma, Wa",Tokyo,Japan,520.0
DSVF1753020085,27.03.23,Ti Group,Ti Group,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3721.0
DSVF1753030052,27.03.23,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,245.0
DSVF1753030053,27.03.23,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,253.0
DSVF1753030044,27.03.23,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1005.0
DSVF1753020093,27.03.23,Ti Group,Magna Steyr,Automotive,"Charleston, Sc",Stadersand,Germany,579.0
DSVF1753030046,27.03.23,Ti Group,Ti Automotive Fuldabrueck Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,123.0
DSVF1753020092,27.03.23,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,280.0
DSVF1753030042,27.03.23,Ti Group,Nedschroef Schrozberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,594.0
DSVF1753020084,27.03.23,Ti Group,Lisi Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,347.0
DSVF1753030049,27.03.23,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,98.0
DSVF1753030045,27.03.23,Ti Group,Ti Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,375.0
DSVF1753030041,27.03.23,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,213.0
DSVF1753030050,27.03.23,Ti Group,Poppe Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,151.0
DSVF1753020094,27.03.23,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,345.0
DSVF1753030043,27.03.23,Ti Group,Nedschroef Schrozberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,489.0
DSVF1753020090,27.03.23,Ti Group,Ti Fluid Systems,Automotive,"Charleston, Sc",Stadersand,Germany,40.0
