Region,Maker,Brand,Model,Model year,Supplier,Products,Component category,Category
China,Tesla China,Tesla,Model 3 (RR) (China),2022,"Dalian Demaishi Precision Technology Co., Ltd.",Wiper motor shaft,Wiper System,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2022,Bosch [Robert Bosch GmbH],Electro-hydraulic brake system,Brake Booster,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2022,"ElringKlinger Silicon Valley, Inc.",Cross car beam,Cross Car Beam,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2022,"DYNA-MIG, A Division Of F&P Mfg., Inc.",Rear subframe,Crossmember,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2022,Brembo North America Inc.,Front brake caliper,Disc Brake (Caliper),Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2022,HL Mando Corporation (Formerly Mando Corporation),Rear brake caliper,Disc Brake (Caliper),Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2022,Robert Bosch Mexico SA de C.V.,Electric power steering motor,Power Steering Motor,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2022,"DYNA-MIG, A Division Of F&P Mfg., Inc.",Front subframe,Subframe / Suspension Member,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2022,"Continental Tire the Americas, LLC",Tire,Tire,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2022,Robert Bosch Mexico SA de C.V.,Wiper linkage,Wiper System,Chassis/Body
Americas,Tesla,Tesla,Model S (USA),2022,thyssenkrupp Bilstein of America Inc.,Front strut,Shock Absorber,Chassis/Body
Americas,Tesla,Tesla,Model S (USA),2022,thyssenkrupp Bilstein of America Inc.,Rear strut,Shock Absorber,Chassis/Body
Americas,Tesla,Tesla,Model S (USA),2022,Robert Bosch Mexico SA de C.V.,Wiper linkage,Wiper System,Chassis/Body
Americas,Tesla,Tesla,Model X (USA),2022,Bosch [Robert Bosch GmbH],Electro-hydraulic brake system,Brake Booster,Chassis/Body
China,Tesla China,Tesla,Model Y (4WD) (China),2022,"Shanghai Delian Chemical Co., Ltd.",Brake fluid,Brake Master Cylinder,Chassis/Body
China,Tesla China,Tesla,Model Y (4WD) (China),2022,"Dalian Demaishi Precision Technology Co., Ltd.",Electric brake worm shaft,Brake Master Cylinder,Chassis/Body
China,Tesla China,Tesla,Model Y (4WD) (China),2022,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Aluminum chassis structure,Chassis Frame,Chassis/Body
China,Tesla China,Tesla,Model Y (4WD) (China),2022,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Shock absorber,Shock Absorber,Chassis/Body
China,Tesla China,Tesla,Model Y (4WD) (China),2022,"Dalian Demaishi Precision Technology Co., Ltd.",Steering shaft,Steering Column / Shaft,Chassis/Body
China,Tesla China,Tesla,Model Y (4WD) (China),2022,"Dalian Demaishi Precision Technology Co., Ltd.",Steering worm shaft,Steering Column / Shaft,Chassis/Body
China,Tesla China,Tesla,Model Y (4WD) (China),2022,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Control arm,Suspension Control Arm,Chassis/Body
China,Tesla China,Tesla,Model Y (4WD) (China),2022,"Dalian Demaishi Precision Technology Co., Ltd.",Wiper motor shaft,Wiper System,Chassis/Body
Europe,Tesla,Tesla,Model Y (Germany),2022,Martinrea Bergneustadt GmbH (Formerly Metalsa - Bergneustadt Plant),Brake line,Brake Line,Chassis/Body
Europe,Tesla,Tesla,Model Y (Germany),2022,ZF Friedrichshafen AG,Chassis component,Chassis Frame,Chassis/Body
Europe,Tesla,Tesla,Model Y (Germany),2022,BOGE Elastmetall GmbH,Brake module,Corner Module,Chassis/Body
Europe,Tesla,Tesla,Model Y (Germany),2022,"ElringKlinger Silicon Valley, Inc.",Cross car beam,Cross Car Beam,Chassis/Body
Europe,Tesla,Tesla,Model Y (Germany),2022,HL Mando Corporation (Formerly Mando Corporation),Electric parking brake (EPB),Parking Brake,Chassis/Body
Europe,Tesla,Tesla,Model Y (Germany),2022,HL Mando Corporation (Formerly Mando Corporation),Electric power steering (EPS),Steering System,Chassis/Body
Europe,Tesla,Tesla,Model Y (Germany),2022,"Yanfeng Automotive Safety Systems Co., Ltd.",Steering wheel,Steering Wheel,Chassis/Body
Europe,Tesla,Tesla,Model Y (Germany),2022,"Citic Dicastal Co., Ltd.",Aluminum wheel,Wheel,Chassis/Body
Europe,Tesla,Tesla,Model Y (Germany),2022,KSM Castings Group GmbH,Wheel carrier,Wheel Bearing,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Bosch Automotive Products (Suzhou) Co., Ltd.",ABS,ABS / ESC,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Bosch Automotive Products (Suzhou) Co., Ltd. Nanjing Branch",Electromechanical brake booster (iBooster),Brake Booster,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Dalian Demaishi Precision Technology Co., Ltd.",Electric brake worm shaft,Brake Master Cylinder,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Guangdong WABCO Vehicle Brakes Co., Ltd.(Formerly Guangdong WABCO Fuwa Auto Braking System Co., Ltd.)",Air suspension system,Shock Absorber,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Dalian Demaishi Precision Technology Co., Ltd.",Steering shaft,Steering Column / Shaft,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Dalian Demaishi Precision Technology Co., Ltd.",Steering worm shaft,Steering Column / Shaft,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Steering knuckle,Steering Knuckle,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"HL Mando (Ningbo) Automotive Parts Co., Ltd.(Formerly Mando (Ningbo) Automotive Parts Co., Ltd.)",Steering knuckle,Steering Knuckle,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Shanghai Huizhong Automotive Manufacturing Co., Ltd.",Sub frame,Subframe / Suspension Member,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Sub frame,Subframe / Suspension Member,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Control arm,Suspension Control Arm,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Shanghai Michelin Tire Co., Ltd. (Formerly Shanghai Michelin Warrior Tire Co., Ltd.)",Tire,Tire,Chassis/Body
China,Tesla China,Tesla,Model Y (RR) (China),2022,"Dalian Demaishi Precision Technology Co., Ltd.",Wiper motor shaft,Wiper System,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,Bosch [Robert Bosch GmbH],Electro-hydraulic brake system,Brake Booster,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,Martinrea International US Inc.,Brake line,Brake Line,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,Norsk Hydro ASA,Aluminum bumper beam,Bumper Beam,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,Norsk Hydro ASA,Front crash box,Bumper Beam,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,ZF Active Safety And Electronics US LLC (Formerly TRW Automotive),Chassis component,Chassis Frame,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,"DYNA-MIG, A Division Of F&P Mfg., Inc.",Front subframe,Crossmember,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,Grupo Antolin North America Inc.,Pillar,Crossmember,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,"DYNA-MIG, A Division Of F&P Mfg., Inc.",Rear subframe,Crossmember,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,Brembo North America Inc.,Front brake caliper,Disc Brake (Caliper),Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,HL Mando Corporation (Formerly Mando Corporation),Rear brake caliper,Disc Brake (Caliper),Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,Bosch [Robert Bosch LLC],Electric power steering motor,Power Steering Motor,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Front knuckle,Steering Knuckle,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Rear knuckle,Steering Knuckle,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,"Mubea, Inc.",Coil spring,Suspension Spring,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,The Goodyear Tire & Rubber Company,Tire,Tire,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,Pirelli Tire North America Inc.,Tire,Tire,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,RONAL AG,Alloy wheel,Wheel,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,"Brose North America, Inc.",Front window regulator,Window Regulator,Chassis/Body
Americas,Tesla,Tesla,Model Y (USA),2022,"Brose North America, Inc.",Rear window regulator,Window Regulator,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Shanghai Delian Chemical Co., Ltd.",Brake fluid,Brake Master Cylinder,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,Ningbo Joyson Electronic Corporation,Front hood lifter,Hinge,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Dongguan Yian Technology Co., Ltd.",Door lock latch,Side Door Lock,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,China Spring Corporation Limited,Stabilizer bar,Stabilizer,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Steering knuckle,Steering Knuckle,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Bosch HUAYU Steering Systems Co., Ltd.",Electric power steering system,Steering System,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Shanghai Lingang Joyson Safety Systems Co., Ltd.",Steering wheel,Steering Wheel,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Shanghai Lingang Joyson Safety Systems Co., Ltd.",Steering wheel,Steering Wheel,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Nanjing Yunhai Special Metals Co., Ltd.",Steering wheel frame,Steering Wheel,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Sub frame,Subframe / Suspension Member,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Control arm,Suspension Control Arm,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Suspension control arm,Suspension Control Arm,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,China Spring Corporation Limited,Suspension spring,Suspension Spring,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Hankook Tire & Technology Co., Ltd. (Formerly Hankook Tire Co., Ltd.)",Tire,Tire,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Shanghai Michelin Tire Co., Ltd. (Formerly Shanghai Michelin Warrior Tire Co., Ltd.)",Tire,Tire,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Tianjin Lizhong Wheel Co., Ltd.",Aluminum wheel,Wheel,Chassis/Body
China,Tesla China,Tesla,Model 3 (RR) (China),2021,"Lizhong Sitong Light Alloys Group Co., Ltd. (Formerly Hebei Sitong New Metal Material Co., Ltd.)",Wheel hub,Wheel Bearing,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,MAGNA Closures de Mexico SA de CV,Liftgate latch,Back Door Lock / Trunk Lock,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"PHA USA, LLC",Trunk striker,Back Door Lock / Trunk Lock,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"Magna Automotive Systems (Suzhou) Co., Ltd. Chongqing Branch",Trunk striker,Back Door Lock / Trunk Lock,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,Bosch [Robert Bosch LLC],Electromechanical brake booster (iBooster),Brake Booster,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,Flexitech Inc.,Front brake hose,Brake Hose,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,Frenados Mexicanos S.A. de C.V. (Bosch Aguascalientes plant),Brake master cylinder,Brake Master Cylinder,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,Bosch [Robert Bosch GmbH],Brake master cylinder,Brake Master Cylinder,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"Plastic Tec, S.A. de C.V. - Lerma",Lower rocker cover assembly,Chassis Frame,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"Blove Light Precision HK Co.,Ltd.",Shock tower cover,Chassis Frame,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"ElringKlinger Silicon Valley, Inc.",Cross car beam assembly,Cross Car Beam,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"DYNA-MIG, A Division Of F&P Mfg., Inc.",Rear subframe,Crossmember,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"Faurecia Interior Systems, Inc.",Dash panel brow finisher,Dash Panel,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,Brembo North America Inc.,Front brake caliper,Disc Brake (Caliper),Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,HL Mando Corporation (Formerly Mando Corporation),Rear brake caliper,Disc Brake (Caliper),Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,Brembo North America Inc.,Rear brake caliper,Disc Brake (Caliper),Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,BeStar Technologies Inc.,Power liftgate chime,Door Module,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"Mission Plastics, Inc.",Cowl screen carrier bracket,Front End Module,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,Compagnie Plastic Omnium SE,Front end module,Front End Module,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"P & A Industries, Inc.",Front hinge strut bracket,Hinge,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,R & E Automated Systems,Hinge pillar,Hinge,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"Ningbo Yosun Auto Parts Co., Ltd.",Traction motor cover hinge cover,Hinge,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"Magna Automotive Systems (Suzhou) Co., Ltd. Chongqing Branch",Trunk hinge,Hinge,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,Brembo North America Inc.,Electronic parking brake,Parking Brake,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,Robert Bosch Mexico SA de C.V.,Electric power steering motor,Power Steering Motor,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,HL Mando Corporation Mexico SA de CV (Mando Corporation Mexico SA de CV),Coil spring suspension system damper,Shock Absorber,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,HL Mando Corporation Mexico SA de CV (Mando Corporation Mexico SA de CV),Rear air suspension damper,Shock Absorber,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"PHA USA, LLC",Door striker,Side Door Lock,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"Mubea, Inc.",Front stabilizer bar,Stabilizer,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,Mubea de México S de R.L de C.V,Rear stabilizer bar,Stabilizer,Chassis/Body
Americas,Tesla,Tesla,Model 3 (USA),2021,"Faurecia Interior Systems, Inc.",Steering upper column shroud,Steering Column / Shaft,Chassis/Body
